Job_Title,Company_Name,Pay_Scale,Location,Parent_Source,Job_Type,Company_Type,Apply_Now
['Quality Engineer @ Mumbai'],Seclore,Best in industry,Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Quality-Engineer-@-Mumbai-Mumbai-Seclore-Xs9xpcIK
['DevOps Engineer'],Fabric.Inc,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/DevOps-Engineer-Bengaluru-Bangalore-Fabric-Inc-Yep6ZjC3
['.Net Developer'],Coditas Technologies Pvt. Ltd.,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/-Net-Developer-Pune-Coditas-Technologies-Pvt-Ltd--K1wadWwG
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Computer Vision Scientist - Machine Learning'],FarmGuide,Best in industry,NCR (Delhi | Gurgaon | Noida),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Computer-Vision-Scientist-Machine-Learning-NCR-Delhi-Gurgaon-Noida-FarmGuide-XaGyHMgO
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Big Data Engineer'],Crisp Analytics,Best in industry,"Noida, Pune, NCR (Delhi | Gurgaon | Noida)",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Big-Data-Engineer-Noida-Pune-NCR-Delhi-Gurgaon-Noida-Crisp-Analytics-MD4UohkY
['Digital Marketing Manager'],Pocket52,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Digital-Marketing-Manager-Bengaluru-Bangalore-Pocket52-3yinrztH
['Sr. Core Java developer'],Accion Labs,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Sr-Core-Java-developer-Pune-Accion-Labs-AOliLPpk
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Siebel Configuration lead'],OpexAI,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Siebel-Configuration-lead-Bengaluru-Bangalore-OpexAI-RkHm16xj
['Java Developer'],Matrix management services,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Java-Developer-Bengaluru-Bangalore-Matrix-management-services-3IpAhf3q
['Software Test Automation Engineer'],American Technology Consulting,Best in industry,Chennai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Software-Test-Automation-Engineer-Chennai-American-Technology-Consulting-Sc4Q8K1E
['Business Development Executive'],Simplicity Creations Technologies Pvt Ltd,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Business-Development-Executive-Pune-Simplicity-Creations-Technologies-Pvt-Ltd-QsshIUP5
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['SEO Specialist'],Photojaanic,Best in industry,"Remote, remote",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/SEO-Specialist-remote-Photojaanic-LBwogbuD
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['HR Manager'],Prayatna Educational Society,Best in industry,NCR (Delhi | Gurgaon | Noida),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/HR-Manager-NCR-Delhi-Gurgaon-Noida-Prayatna-Educational-Society-l3ArkQzU
['Inside Sales Manager'],CutShort,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Inside-Sales-Manager-Pune-CutShort-l5NHLlkL
['PHP Developer'],Boost My Shop,Best in industry,Pondicherry,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/PHP-Developer-Pondicherry-Boost-My-Shop-oBQEplKT
['Cloud Developer'],Eazo Logistics Technology Pvt Ltd,Best in industry,Navi Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/startup-job/Cloud-Developer-Navi-Mumbai-Eazo-Logistics-Technology-Pvt-Ltd-pgItwPSg
['Graphics Designer - Infographics/Illustrator'],MedCords,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Graphics-Designer-Infographics-Illustrator-Pune-MedCords-mLtcOnd0
['Data Scientist'],CutShort,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/startup-job/Data-Scientist-Pune-CutShort-AlcELn4c
['Manager - Marketing'],Bank of Hodlers,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Manager-Marketing-Bengaluru-Bangalore-Bank-of-Hodlers-ncU3GMoh
['Senior Engineer - Frontend'],Ecolibrium Energy (P) Ltd.,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Senior-Engineer-Frontend-Pune-Ecolibrium-Energy-P-Ltd--f3NzFeIQ
['Backend Developer'],Skematix Technologies,Best in industry,Coimbatore,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/startup-job/Backend-Developer-Coimbatore-Skematix-Technologies-gfjS4HDe
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['PHP Developer'],Motivo Inc,Best in industry,Tokyo,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/PHP-Developer-Tokyo-Motivo-Inc-bsfDebpY
['Tech Lead'],Green Bridge Consulting LLP,Best in industry,NCR (Delhi | Gurgaon | Noida),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Tech-Lead-NCR-Delhi-Gurgaon-Noida-Green-Bridge-Consulting-LLP-qOc3KdMz
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Software Developer'],"FreightCrate Technologies Pvt, Ltd.",Best in industry,Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Software-Developer-Mumbai-FreightCrate-Technologies-Pvt-Ltd--XoXlfOFU
['Javascript Developer'],Influence,Best in industry,Ahmedabad,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/startup-job/Javascript-Developer-Vadodara-Influence-SKIF330l
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['iOS Developer'],TechUnity Software Systems,Best in industry,Coimbatore,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/iOS-Developer-Coimbatore-TechUnity-Software-Systems-WWAcZnzt
['Backend Developer'],ToolBox,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Backend-Developer-Bengaluru-Bangalore-ToolBox-lP6Yi9II
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Data Scientist'],Indix Internet India Pvt Ltd,Best in industry,"Chennai, Hyderabad",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Data-Scientist-Chennai-Hyderabad-Indix-Internet-India-Pvt-Ltd-KmeNH5LQ
['Python Developer - Data Analytics Startup'],Crediwatch Information Analytics Private Limited,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Python-Developer-Data-Analytics-Startup-Bengaluru-Bangalore-Crediwatch-Information-Analytics-Private-Limited-DIOGp9FS
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Sr. Software Engineer - Angular JS'],Uzio Technology Inc.,Best in industry,"Noida, NCR (Delhi | Gurgaon | Noida)",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Sr-Software-Engineer-Angular-JS-Noida-NCR-Delhi-Gurgaon-Noida-Uzio-Technology-Inc--HgoJp8Yy
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['UX Designer'],Simplilearn Solutions,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/UX-Designer-Bengaluru-Bangalore-Simplilearn-Solutions-zFKXjCIh
['NetsuiteQA Engineer'],GRowth Gamut Pvt. Ltd,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/NetsuiteQA-Engineer-Bengaluru-Bangalore-GRowth-Gamut-Pvt-Ltd-zh7mmTgF
['Spotfire Developer'],IQVIA,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Spotfire-Developer-Bengaluru-Bangalore-IQVIA-IIkzGNhH
['cognos solution engineering'],Anvizent - A Product of DW Practice,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/cognos-solution-engineering-Bengaluru-Bangalore-Anvizent-A-Product-of-DW-Practice-z4x4ea0m
['React.js Developer'],WholesomeJobs,Best in industry,"Bengaluru (Bangalore), Mumbai",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/React-js-Developer-Bengaluru-Bangalore-Mumbai-WholesomeJobs-pR3nLCli
['UI/UX Developer'],iRageCapital,Best in industry,Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/UI-UX-Developer-Mumbai-iRageCapital-TzgHE1ck
['Channel Sales Specialist'],Vayana Network,Best in industry,"Remote, Jaipur",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Channel-Sales-Specialist-Jaipur-Vayana-Network-h4c5z3Z1
['Analyst - Business Analytics'],LatentView Analytics,Best in industry,Chennai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Analyst-Business-Analytics-Chennai-LatentView-Analytics-mWjFSLcG
['Power BI'],Ogive technology,Best in industry,Hyderabad,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Power-BI-Hyderabad-Ogive-technology-YaABGWdK
['UI Designer'],Yapsody India Pvt Ltd,Best in industry,Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/UI-Designer-Mumbai-Yapsody-India-Pvt-Ltd-l8hzedcT
['Lead Data Engineer'],Lymbyc,Best in industry,"Bengaluru (Bangalore), Chennai",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Lead-Data-Engineer-Bengaluru-Bangalore-Chennai-Lymbyc-PUrmsj8A
['Senior Android Developer - Java/OOPS'],JS TechAlliance Consulting Pvt Ltd.,Best in industry,Indore,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Senior-Android-Developer-Java-OOPS-Indore-JS-TechAlliance-Consulting-Pvt-Ltd--ny05YMGy
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['JavaScript Developer'],6Simplex,Best in industry,Nagpur,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/JavaScript-Developer-Nagpur-6Simplex-YmJ5jQy8
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Field Sales Executive'],Starcom Information Technology Limited,Best in industry,"Remote, Bengaluru (Bangalore), Hyderabad",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Field-Sales-Executive-Bengaluru-Bangalore-Hyderabad-Starcom-Information-Technology-Limited-kZde2fzH
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Magento Architect'],Echidna Software Pvt Ltd,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Magento-Architect-Bengaluru-Bangalore-Echidna-Software-Pvt-Ltd-mjtqNjSW
['Full Stack Python Developer'],Oloid.ai,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Full-Stack-Python-Developer-Bengaluru-Bangalore-Oloid-ai-k0hB9hpb
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Quality Analyst - Manual/Functional Testing'],Thrymr Software,Best in industry,Hyderabad,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Quality-Analyst-Manual-Functional-Testing-Hyderabad-Thrymr-Software-majWf6Hz
['Hiring for Shopify Developer'],TargetBay,Best in industry,Chennai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Hiring-for-Shopify-Developer-Chennai-TargetBay-RXosRBwF
['Python Developer'],8om Internet,Best in industry,"Remote, NCR (Delhi | Gurgaon | Noida)",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Python-Developer-NCR-Delhi-Gurgaon-Noida-8om-Internet-EgAQREfM
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Technical Writer'],Dori AI,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Technical-Writer-Bengaluru-Bangalore-Dori-AI-eliteiXD
['Data Scientist'],Pluto Seven Business Solutions Pvt Ltd,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Data-Scientist-Bengaluru-Bangalore-Pluto-Seven-Business-Solutions-Pvt-Ltd-mzcUJgGk
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Android Developer'],Contus,Best in industry,Chennai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Android-Developer-Chennai-Contus-Q61XdzUq
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Front-end developer (ReactJS) for EdTech product'],TranslateZ,Best in industry,"Remote, Mumbai, NCR (Delhi | Gurgaon | Noida), Pune, Bengaluru (Bangalore)",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/startup-job/Front-end-developer-ReactJS-for-EdTech-product-Mumbai-NCR-Delhi-Gurgaon-Noida-Pune-Bengaluru-Bangalore-TranslateZ-6kwp6hUt
['Windows Application Developer'],Akulalytical Solutions,Best in industry,Hyderabad,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Windows-Application-Developer-Hyderabad-Akulalytical-Solutions-PegUF6qL
['QA Engineer'],Quagga Tech,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/QA-Engineer-Pune-Quagga-Tech-tIP4qSsX
['Senior DevOps Engineer'],Flentas Technologies Private Limited,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Senior-DevOps-Engineer-Pune-Flentas-Technologies-Private-Limited-akAroXb6
['Software Development Engineer - Infrastructure Engineering'],Capillary Technologies,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Software-Development-Engineer-Infrastructure-Engineering-Bengaluru-Bangalore-Capillary-Technologies-ecLb0bC0
['Senior DevOps Engineer'],Flentas Technologies Private Limited,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Senior-DevOps-Engineer-Pune-Flentas-Technologies-Private-Limited-akAroXb6
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Software Developer'],Reqroots,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Software-Developer-Bengaluru-Bangalore-Reqroots-1cSOjbJI
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['UI Designer'],Yapsody India Pvt Ltd,Best in industry,Mumbai,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/UI-Designer-Mumbai-Yapsody-India-Pvt-Ltd-l8hzedcT
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Test Automation Engineer'],SGOC Global,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Test-Automation-Engineer-Bengaluru-Bangalore-SGOC-Global-gPHDuZGA
['Outbound Sales Executive-Bingage'],Walkover Web Solutions Pvt. Ltd.,Best in industry,Indore,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Outbound-Sales-Executive-Bingage-Indore-Walkover-Web-Solutions-Pvt-Ltd--jk7jlrMs
['Programmer (Prolog)'],Cerebry,Best in industry,"Faridabad, NCR (Delhi | Gurgaon | Noida)",https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Web-Development-Prolog-Faridabad-NCR-Delhi-Gurgaon-Noida-Cerebry-yPW9aCa0
['Embedded Developer'],Axcend Automation and Software Solutions pvt.Ltd,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Embedded-Developer-Bengaluru-Bangalore-Axcend-Automation-and-Software-Solutions-pvt-Ltd-fMNQNFKU
[None],,,,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,,
['Java Developer'],Needle Innovision Private Limited,Best in industry,Bengaluru (Bangalore),https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Java-Developer-Bengaluru-Bangalore-Needle-Innovision-Private-Limited-oBqetpj9
['Full Stack QA – Automation'],Cognologix Technologies,Best in industry,Pune,https://cutshort.io/jobs/growth-hacking-jobs-in-bangalore-bengaluru,Full time,Products and services,https://cutshort.io/job/Full-Stack-QA-Automation-Pune-Cognologix-Technologies-09BlSqbI
